Date,Title,Price
2026-06-02,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",29.78
2026-06-08,Algorithms to Live By: The Computer Science of Human Decisions,31.94
2026-06-07,Algorithms to Live By: The Computer Science of Human Decisions,32.63
2026-06-06,Algorithms to Live By: The Computer Science of Human Decisions,33.49
2026-06-05,Algorithms to Live By: The Computer Science of Human Decisions,33.02
2026-06-04,Algorithms to Live By: The Computer Science of Human Decisions,33.18
2026-06-03,Algorithms to Live By: The Computer Science of Human Decisions,34.44
2026-06-02,Algorithms to Live By: The Computer Science of Human Decisions,34.35
2026-06-08,A World of Flavor: Your Gluten Free Passport,44.09
2026-06-07,A World of Flavor: Your Gluten Free Passport,42.75
2026-06-06,A World of Flavor: Your Gluten Free Passport,44.18
2026-06-05,A World of Flavor: Your Gluten Free Passport,45.4
2026-06-04,A World of Flavor: Your Gluten Free Passport,46.87
2026-06-03,A World of Flavor: Your Gluten Free Passport,47.96
2026-06-02,A World of Flavor: Your Gluten Free Passport,47.4
2026-06-08,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",55.32
2026-06-07,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",54.33
2026-06-06,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",55.49
2026-06-05,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",55.22
2026-06-04,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.66
2026-06-03,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",57.43
2026-06-02,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",58.29
2026-06-08,A Murder in Time,15.8
2026-06-07,A Murder in Time,15.04
2026-06-06,A Murder in Time,16.38
2026-06-05,A Murder in Time,16.96
2026-06-04,A Murder in Time,17.52
2026-06-03,A Murder in Time,17.37
2026-06-02,A Murder in Time,16.11
2026-06-08,A Flight of Arrows (The Pathfinders #2),55.12
2026-06-07,A Flight of Arrows (The Pathfinders #2),53.96
2026-06-06,A Flight of Arrows (The Pathfinders #2),54.22
2026-06-05,A Flight of Arrows (The Pathfinders #2),55.16
2026-06-04,A Flight of Arrows (The Pathfinders #2),54.84
2026-06-03,A Flight of Arrows (The Pathfinders #2),53.63
2026-06-02,A Flight of Arrows (The Pathfinders #2),55.0
2026-06-08,A Fierce and Subtle Poison,27.61
2026-06-07,A Fierce and Subtle Poison,28.52
2026-06-06,A Fierce and Subtle Poison,28.56
2026-06-05,A Fierce and Subtle Poison,29.68
2026-06-04,A Fierce and Subtle Poison,28.41
2026-06-03,A Fierce and Subtle Poison,27.35
2026-06-02,A Fierce and Subtle Poison,26.24
2026-06-08,A Court of Thorns and Roses (A Court of Thorns and Roses #1),51.07
2026-06-07,A Court of Thorns and Roses (A Court of Thorns and Roses #1),49.91
2026-06-06,A Court of Thorns and Roses (A Court of Thorns and Roses #1),49.65
2026-06-05,A Court of Thorns and Roses (A Court of Thorns and Roses #1),50.9
2026-06-04,A Court of Thorns and Roses (A Court of Thorns and Roses #1),51.34
2026-06-03,A Court of Thorns and Roses (A Court of Thorns and Roses #1),50.52
2026-06-02,A Court of Thorns and Roses (A Court of Thorns and Roses #1),49.26
2026-06-08,(Un)Qualified: How God Uses Broken People to Do Big Things,52.73
2026-06-07,(Un)Qualified: How God Uses Broken People to Do Big Things,53.14
2026-06-06,(Un)Qualified: How God Uses Broken People to Do Big Things,52.67
2026-06-05,(Un)Qualified: How God Uses Broken People to Do Big Things,53.39
2026-06-04,(Un)Qualified: How God Uses Broken People to Do Big Things,53.98
2026-06-03,(Un)Qualified: How God Uses Broken People to Do Big Things,52.9
2026-06-02,(Un)Qualified: How God Uses Broken People to Do Big Things,51.59
2026-06-08,You Are What You Love: The Spiritual Power of Habit,20.7
2026-06-07,You Are What You Love: The Spiritual Power of Habit,21.89
2026-06-06,You Are What You Love: The Spiritual Power of Habit,22.49
2026-06-05,You Are What You Love: The Spiritual Power of Habit,22.74
2026-06-04,You Are What You Love: The Spiritual Power of Habit,22.74
2026-06-03,You Are What You Love: The Spiritual Power of Habit,23.3
2026-06-02,You Are What You Love: The Spiritual Power of Habit,24.49
2026-06-08,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.33
2026-06-07,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.08
2026-06-06,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",44.54
2026-06-05,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",45.17
2026-06-04,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",44.44
2026-06-03,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.08
2026-06-02,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",42.44
2026-06-08,Tuesday Nights in 1980,21.41
2026-06-07,Tuesday Nights in 1980,21.26
2026-06-06,Tuesday Nights in 1980,22.29
2026-06-05,Tuesday Nights in 1980,22.93
2026-06-04,Tuesday Nights in 1980,22.61
2026-06-03,Tuesday Nights in 1980,23.27
2026-06-02,Tuesday Nights in 1980,24.01
2026-06-08,Tracing Numbers on a Train,41.79
2026-06-07,Tracing Numbers on a Train,41.63
2026-06-06,Tracing Numbers on a Train,42.44
2026-06-05,Tracing Numbers on a Train,42.99
2026-06-04,Tracing Numbers on a Train,42.45
2026-06-03,Tracing Numbers on a Train,43.76
2026-06-02,Tracing Numbers on a Train,43.9
2026-06-08,Throne of Glass (Throne of Glass #1),35.41
2026-06-07,Throne of Glass (Throne of Glass #1),34.92
2026-06-06,Throne of Glass (Throne of Glass #1),34.79
2026-06-05,Throne of Glass (Throne of Glass #1),34.78
2026-06-04,Throne of Glass (Throne of Glass #1),34.31
2026-06-03,Throne of Glass (Throne of Glass #1),33.38
2026-06-02,Throne of Glass (Throne of Glass #1),32.78
2026-06-08,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,60.73
2026-06-07,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,61.2
2026-06-06,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,60.94
2026-06-05,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,61.34
2026-06-04,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,60.54
2026-06-03,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,61.67
2026-06-02,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,63.15
2026-06-08,Thirteen Reasons Why,52.78
2026-06-07,Thirteen Reasons Why,52.46
2026-06-06,Thirteen Reasons Why,52.24
2026-06-05,Thirteen Reasons Why,53.1
2026-06-04,Thirteen Reasons Why,54.23
2026-06-03,Thirteen Reasons Why,55.41
2026-06-02,Thirteen Reasons Why,56.83
2026-06-08,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,56.93
2026-06-07,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.27
2026-06-06,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,57.72
2026-06-05,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,57.92
2026-06-04,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,56.7
2026-06-03,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,57.57
2026-06-02,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,57.6
2026-06-08,The Wedding Dress,24.99
2026-06-07,The Wedding Dress,25.98
2026-06-06,The Wedding Dress,26.09
2026-06-05,The Wedding Dress,26.4
2026-06-04,The Wedding Dress,27.4
2026-06-03,The Wedding Dress,27.22
2026-06-02,The Wedding Dress,27.73
2026-06-08,The Vacationers,43.59
2026-06-07,The Vacationers,44.03
2026-06-06,The Vacationers,44.44
2026-06-05,The Vacationers,45.18
2026-06-04,The Vacationers,44.52
2026-06-03,The Vacationers,45.27
2026-06-02,The Vacationers,44.92
2026-06-08,The Third Wave: An Entrepreneur’s Vision of the Future,11.74
2026-06-07,The Third Wave: An Entrepreneur’s Vision of the Future,11.19
2026-06-06,The Third Wave: An Entrepreneur’s Vision of the Future,12.09
2026-06-05,The Third Wave: An Entrepreneur’s Vision of the Future,12.78
2026-06-04,The Third Wave: An Entrepreneur’s Vision of the Future,14.16
2026-06-03,The Third Wave: An Entrepreneur’s Vision of the Future,15.65
2026-06-02,The Third Wave: An Entrepreneur’s Vision of the Future,15.69
2026-06-08,The Stranger,16.83
2026-06-07,The Stranger,15.91
2026-06-06,The Stranger,16.05
2026-06-05,The Stranger,17.17
2026-06-04,The Stranger,18.33
2026-06-03,The Stranger,18.04
2026-06-02,The Stranger,17.27
2026-06-08,The Shadow Hero (The Shadow Hero),34.32
2026-06-07,The Shadow Hero (The Shadow Hero),33.72
2026-06-06,The Shadow Hero (The Shadow Hero),34.97
2026-06-05,The Shadow Hero (The Shadow Hero),35.21
2026-06-04,The Shadow Hero (The Shadow Hero),34.0
2026-06-03,The Shadow Hero (The Shadow Hero),34.67
2026-06-02,The Shadow Hero (The Shadow Hero),35.39
2026-06-08,The Secret (The Secret #1),27.41
2026-06-07,The Secret (The Secret #1),26.51
2026-06-06,The Secret (The Secret #1),27.75
2026-06-05,The Secret (The Secret #1),27.03
2026-06-04,The Secret (The Secret #1),25.89
2026-06-03,The Secret (The Secret #1),25.58
2026-06-02,The Secret (The Secret #1),26.88
2026-06-08,The Regional Office Is Under Attack!,52.66
2026-06-07,The Regional Office Is Under Attack!,51.46
2026-06-06,The Regional Office Is Under Attack!,51.91
2026-06-05,The Regional Office Is Under Attack!,52.82
2026-06-04,The Regional Office Is Under Attack!,53.0
2026-06-03,The Regional Office Is Under Attack!,53.78
2026-06-02,The Regional Office Is Under Attack!,52.65
2026-06-08,The Psychopath Test: A Journey Through the Madness Industry,34.91
2026-06-07,The Psychopath Test: A Journey Through the Madness Industry,35.84
2026-06-06,The Psychopath Test: A Journey Through the Madness Industry,37.3
2026-06-05,The Psychopath Test: A Journey Through the Madness Industry,36.42
2026-06-04,The Psychopath Test: A Journey Through the Madness Industry,36.59
2026-06-03,The Psychopath Test: A Journey Through the Madness Industry,35.82
2026-06-02,The Psychopath Test: A Journey Through the Madness Industry,36.42
2026-06-08,The Project,11.97
2026-06-07,The Project,13.19
2026-06-06,The Project,14.64
2026-06-05,The Project,14.69
2026-06-04,The Project,14.68
2026-06-03,The Project,13.62
2026-06-02,The Project,13.75
2026-06-08,The Power of Now: A Guide to Spiritual Enlightenment,44.57
2026-06-07,The Power of Now: A Guide to Spiritual Enlightenment,45.27
2026-06-06,The Power of Now: A Guide to Spiritual Enlightenment,44.93
2026-06-05,The Power of Now: A Guide to Spiritual Enlightenment,43.83
2026-06-04,The Power of Now: A Guide to Spiritual Enlightenment,42.57
2026-06-03,The Power of Now: A Guide to Spiritual Enlightenment,42.02
2026-06-02,The Power of Now: A Guide to Spiritual Enlightenment,43.09
2026-06-08,The Omnivore's Dilemma: A Natural History of Four Meals,39.08
2026-06-07,The Omnivore's Dilemma: A Natural History of Four Meals,40.53
2026-06-06,The Omnivore's Dilemma: A Natural History of Four Meals,40.12
2026-06-05,The Omnivore's Dilemma: A Natural History of Four Meals,40.89
2026-06-04,The Omnivore's Dilemma: A Natural History of Four Meals,40.25
2026-06-03,The Omnivore's Dilemma: A Natural History of Four Meals,38.76
2026-06-02,The Omnivore's Dilemma: A Natural History of Four Meals,37.69
2026-06-08,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.84
2026-06-07,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.18
2026-06-06,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.58
2026-06-05,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,39.07
2026-06-04,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,39.53
2026-06-03,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,40.91
2026-06-02,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,39.95
2026-06-08,The Murder of Roger Ackroyd (Hercule Poirot #4),44.85
2026-06-07,The Murder of Roger Ackroyd (Hercule Poirot #4),44.51
2026-06-06,The Murder of Roger Ackroyd (Hercule Poirot #4),45.17
2026-06-05,The Murder of Roger Ackroyd (Hercule Poirot #4),46.34
2026-06-04,The Murder of Roger Ackroyd (Hercule Poirot #4),46.37
2026-06-03,The Murder of Roger Ackroyd (Hercule Poirot #4),46.18
2026-06-02,The Murder of Roger Ackroyd (Hercule Poirot #4),45.18
2026-06-08,The Mistake (Off-Campus #2),42.28
2026-06-07,The Mistake (Off-Campus #2),43.26
2026-06-06,The Mistake (Off-Campus #2),44.47
2026-06-05,The Mistake (Off-Campus #2),45.38
2026-06-04,The Mistake (Off-Campus #2),45.78
2026-06-03,The Mistake (Off-Campus #2),47.06
2026-06-02,The Mistake (Off-Campus #2),47.72
2026-06-08,The Matchmaker's Playbook (Wingmen Inc. #1),56.73
2026-06-07,The Matchmaker's Playbook (Wingmen Inc. #1),56.1
2026-06-06,The Matchmaker's Playbook (Wingmen Inc. #1),57.35
2026-06-05,The Matchmaker's Playbook (Wingmen Inc. #1),58.17
2026-06-04,The Matchmaker's Playbook (Wingmen Inc. #1),57.99
2026-06-03,The Matchmaker's Playbook (Wingmen Inc. #1),59.04
2026-06-02,The Matchmaker's Playbook (Wingmen Inc. #1),59.12
2026-06-08,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,38.31
2026-06-07,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,39.25
2026-06-06,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,40.27
2026-06-05,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,40.22
2026-06-04,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,40.74
2026-06-03,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,41.38
2026-06-02,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,42.41
2026-06-08,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.95
2026-06-07,The Long Shadow of Small Ghosts: Murder and Memory in an American City,12.1
2026-06-06,The Long Shadow of Small Ghosts: Murder and Memory in an American City,11.65
2026-06-05,The Long Shadow of Small Ghosts: Murder and Memory in an American City,11.1
2026-06-04,The Long Shadow of Small Ghosts: Murder and Memory in an American City,9.87
2026-06-03,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.85
2026-06-02,The Long Shadow of Small Ghosts: Murder and Memory in an American City,11.26
2026-06-08,The Kite Runner,42.11
2026-06-07,The Kite Runner,41.83
2026-06-06,The Kite Runner,41.3
2026-06-05,The Kite Runner,40.74
2026-06-04,The Kite Runner,41.52
2026-06-03,The Kite Runner,40.42
2026-06-02,The Kite Runner,40.39
2026-06-08,The House by the Lake,36.8
2026-06-07,The House by the Lake,36.45
2026-06-06,The House by the Lake,35.55
2026-06-05,The House by the Lake,35.25
2026-06-04,The House by the Lake,34.1
2026-06-03,The House by the Lake,34.89
2026-06-02,The House by the Lake,36.03
2026-06-08,The Glittering Court (The Glittering Court #1),44.61
2026-06-07,The Glittering Court (The Glittering Court #1),44.53
2026-06-06,The Glittering Court (The Glittering Court #1),43.12
2026-06-05,The Glittering Court (The Glittering Court #1),44.4
2026-06-04,The Glittering Court (The Glittering Court #1),45.44
2026-06-03,The Glittering Court (The Glittering Court #1),46.7
2026-06-02,The Glittering Court (The Glittering Court #1),45.49
2026-06-08,The Girl on the Train,54.71
2026-06-07,The Girl on the Train,55.38
2026-06-06,The Girl on the Train,55.83
2026-06-05,The Girl on the Train,57.21
2026-06-04,The Girl on the Train,55.9
2026-06-03,The Girl on the Train,57.3
2026-06-02,The Girl on the Train,56.18
2026-06-08,The Genius of Birds,17.61
2026-06-07,The Genius of Birds,17.03
2026-06-06,The Genius of Birds,18.03
2026-06-05,The Genius of Birds,19.05
2026-06-04,The Genius of Birds,19.28
2026-06-03,The Genius of Birds,20.37
2026-06-02,The Genius of Birds,21.57
2026-06-08,The Emerald Mystery,24.61
2026-06-07,The Emerald Mystery,24.58
2026-06-06,The Emerald Mystery,23.7
2026-06-05,The Emerald Mystery,24.65
2026-06-04,The Emerald Mystery,23.4
2026-06-03,The Emerald Mystery,24.26
2026-06-02,The Emerald Mystery,23.37
2026-06-08,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,40.2
2026-06-07,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,40.21
2026-06-06,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,39.5
2026-06-05,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,40.12
2026-06-04,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.08
2026-06-03,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,40.81
2026-06-02,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,39.64
2026-06-08,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,31.62
2026-06-07,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.17
2026-06-06,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,33.15
2026-06-05,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,34.09
2026-06-04,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,33.81
2026-06-03,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,34.51
2026-06-02,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,34.83
2026-06-08,The Artist's Way: A Spiritual Path to Higher Creativity,37.39
2026-06-07,The Artist's Way: A Spiritual Path to Higher Creativity,36.89
2026-06-06,The Artist's Way: A Spiritual Path to Higher Creativity,36.9
2026-06-05,The Artist's Way: A Spiritual Path to Higher Creativity,37.46
2026-06-04,The Artist's Way: A Spiritual Path to Higher Creativity,37.33
2026-06-03,The Artist's Way: A Spiritual Path to Higher Creativity,37.08
2026-06-02,The Artist's Way: A Spiritual Path to Higher Creativity,36.84
2026-06-08,The Art of War,33.94
2026-06-07,The Art of War,35.05
2026-06-06,The Art of War,36.23
2026-06-05,The Art of War,35.96
2026-06-04,The Art of War,35.51
2026-06-03,The Art of War,36.49
2026-06-02,The Art of War,36.92
2026-06-08,The Argonauts,11.66
2026-06-07,The Argonauts,11.35
2026-06-06,The Argonauts,11.87
2026-06-05,The Argonauts,11.16
2026-06-04,The Argonauts,12.19
2026-06-03,The Argonauts,13.22
2026-06-02,The Argonauts,11.74
2026-06-08,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.5
2026-06-07,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,26.58
2026-06-06,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,26.99
2026-06-05,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,26.28
2026-06-04,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,26.35
2026-06-03,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,26.19
2026-06-02,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.35
2026-06-08,Suddenly in Love (Lake Haven #1),54.78
2026-06-07,Suddenly in Love (Lake Haven #1),54.62
2026-06-06,Suddenly in Love (Lake Haven #1),55.82
2026-06-05,Suddenly in Love (Lake Haven #1),55.27
2026-06-04,Suddenly in Love (Lake Haven #1),54.32
2026-06-03,Suddenly in Love (Lake Haven #1),53.97
2026-06-02,Suddenly in Love (Lake Haven #1),52.7
2026-06-08,Something More Than This,17.1
2026-06-07,Something More Than This,18.35
2026-06-06,Something More Than This,18.52
2026-06-05,Something More Than This,17.42
2026-06-04,Something More Than This,17.82
2026-06-03,Something More Than This,18.66
2026-06-02,Something More Than This,19.19
2026-06-08,Soft Apocalypse,27.42
2026-06-07,Soft Apocalypse,26.34
2026-06-06,Soft Apocalypse,25.12
2026-06-05,Soft Apocalypse,26.6
2026-06-04,Soft Apocalypse,27.11
2026-06-03,Soft Apocalypse,26.15
2026-06-02,Soft Apocalypse,25.07
2026-06-08,So You've Been Publicly Shamed,11.05
2026-06-07,So You've Been Publicly Shamed,9.95
2026-06-06,So You've Been Publicly Shamed,9.28
2026-06-05,So You've Been Publicly Shamed,8.95
2026-06-04,So You've Been Publicly Shamed,8.06
2026-06-03,So You've Been Publicly Shamed,7.37
2026-06-02,So You've Been Publicly Shamed,6.63
2026-06-08,Shoe Dog: A Memoir by the Creator of NIKE,24.72
2026-06-07,Shoe Dog: A Memoir by the Creator of NIKE,24.12
2026-06-06,Shoe Dog: A Memoir by the Creator of NIKE,25.09
2026-06-05,Shoe Dog: A Memoir by the Creator of NIKE,24.03
2026-06-04,Shoe Dog: A Memoir by the Creator of NIKE,24.57
2026-06-03,Shoe Dog: A Memoir by the Creator of NIKE,23.56
2026-06-02,Shoe Dog: A Memoir by the Creator of NIKE,24.55
2026-06-08,"Shobu Samurai, Project Aryoku (#3)",30.36
2026-06-07,"Shobu Samurai, Project Aryoku (#3)",30.7
2026-06-06,"Shobu Samurai, Project Aryoku (#3)",32.11
2026-06-05,"Shobu Samurai, Project Aryoku (#3)",32.3
2026-06-04,"Shobu Samurai, Project Aryoku (#3)",31.91
2026-06-03,"Shobu Samurai, Project Aryoku (#3)",31.8
2026-06-02,"Shobu Samurai, Project Aryoku (#3)",31.02
2026-06-08,Secrets and Lace (Fatal Hearts #1),19.57
2026-06-07,Secrets and Lace (Fatal Hearts #1),19.93
2026-06-06,Secrets and Lace (Fatal Hearts #1),21.4
2026-06-05,Secrets and Lace (Fatal Hearts #1),21.09
2026-06-04,Secrets and Lace (Fatal Hearts #1),22.07
2026-06-03,Secrets and Lace (Fatal Hearts #1),22.79
2026-06-02,Secrets and Lace (Fatal Hearts #1),24.2
2026-06-08,Scarlett Epstein Hates It Here,43.94
2026-06-07,Scarlett Epstein Hates It Here,45.33
2026-06-06,Scarlett Epstein Hates It Here,44.45
2026-06-05,Scarlett Epstein Hates It Here,43.48
2026-06-04,Scarlett Epstein Hates It Here,44.73
2026-06-03,Scarlett Epstein Hates It Here,43.77
2026-06-02,Scarlett Epstein Hates It Here,44.27
2026-06-08,Romero and Juliet: A Tragic Tale of Love and Zombies,36.04
2026-06-07,Romero and Juliet: A Tragic Tale of Love and Zombies,36.4
2026-06-06,Romero and Juliet: A Tragic Tale of Love and Zombies,35.6
2026-06-05,Romero and Juliet: A Tragic Tale of Love and Zombies,36.16
2026-06-04,Romero and Juliet: A Tragic Tale of Love and Zombies,35.37
2026-06-03,Romero and Juliet: A Tragic Tale of Love and Zombies,34.01
2026-06-02,Romero and Juliet: A Tragic Tale of Love and Zombies,34.95
2026-06-08,Redeeming Love,21.2
2026-06-07,Redeeming Love,20.62
2026-06-06,Redeeming Love,20.03
2026-06-05,Redeeming Love,20.11
2026-06-04,Redeeming Love,19.01
2026-06-03,Redeeming Love,18.25
2026-06-02,Redeeming Love,18.45
2026-06-08,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,40.5
2026-06-07,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,39.78
2026-06-06,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,40.0
2026-06-05,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,38.59
2026-06-04,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,40.06
2026-06-03,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,40.2
2026-06-02,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,40.08
2026-06-08,Poems That Make Grown Women Cry,13.29
2026-06-07,Poems That Make Grown Women Cry,14.51
2026-06-06,Poems That Make Grown Women Cry,15.33
2026-06-05,Poems That Make Grown Women Cry,16.58
2026-06-04,Poems That Make Grown Women Cry,16.93
2026-06-03,Poems That Make Grown Women Cry,15.48
2026-06-02,Poems That Make Grown Women Cry,14.18
2026-06-08,"Nightingale, Sing",37.95
2026-06-07,"Nightingale, Sing",36.91
2026-06-06,"Nightingale, Sing",37.49
2026-06-05,"Nightingale, Sing",36.15
2026-06-04,"Nightingale, Sing",36.99
2026-06-03,"Nightingale, Sing",37.47
2026-06-02,"Nightingale, Sing",36.1
2026-06-08,Night Sky with Exit Wounds,42.21
2026-06-07,Night Sky with Exit Wounds,40.97
2026-06-06,Night Sky with Exit Wounds,41.32
2026-06-05,Night Sky with Exit Wounds,40.96
2026-06-04,Night Sky with Exit Wounds,40.17
2026-06-03,Night Sky with Exit Wounds,40.47
2026-06-02,Night Sky with Exit Wounds,39.04
2026-06-08,Mrs. Houdini,29.42
2026-06-07,Mrs. Houdini,28.97
2026-06-06,Mrs. Houdini,28.05
2026-06-05,Mrs. Houdini,28.79
2026-06-04,Mrs. Houdini,27.68
2026-06-03,Mrs. Houdini,29.02
2026-06-02,Mrs. Houdini,28.91
2026-06-08,Modern Romance,28.49
2026-06-07,Modern Romance,28.0
2026-06-06,Modern Romance,26.79
2026-06-05,Modern Romance,27.57
2026-06-04,Modern Romance,28.59
2026-06-03,Modern Romance,27.17
2026-06-02,Modern Romance,28.27
2026-06-08,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.56
2026-06-07,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),11.06
2026-06-06,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),11.6
2026-06-05,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),11.85
2026-06-04,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),11.86
2026-06-03,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),12.17
2026-06-02,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),11.64
2026-06-08,Louisa: The Extraordinary Life of Mrs. Adams,17.4
2026-06-07,Louisa: The Extraordinary Life of Mrs. Adams,18.42
2026-06-06,Louisa: The Extraordinary Life of Mrs. Adams,18.02
2026-06-05,Louisa: The Extraordinary Life of Mrs. Adams,17.49
2026-06-04,Louisa: The Extraordinary Life of Mrs. Adams,16.55
2026-06-03,Louisa: The Extraordinary Life of Mrs. Adams,17.52
2026-06-02,Louisa: The Extraordinary Life of Mrs. Adams,18.32
2026-06-08,Little Red,14.1
2026-06-07,Little Red,14.66
2026-06-06,Little Red,16.1
2026-06-05,Little Red,16.29
2026-06-04,Little Red,15.62
2026-06-03,Little Red,14.77
2026-06-02,Little Red,15.37
2026-06-08,Library of Souls (Miss Peregrine’s Peculiar Children #3),47.42
2026-06-07,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.57
2026-06-06,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.95
2026-06-05,Library of Souls (Miss Peregrine’s Peculiar Children #3),49.38
2026-06-04,Library of Souls (Miss Peregrine’s Peculiar Children #3),50.73
